tweet_id,maj_label
847637754422771713,abusive
848648854337617920,abusive
849968646592110592,abusive
850570969634754560,normal
847990017255501826,abusive
850374613288624128,abusive
848997472273936384,hateful
850522445731815424,abusive
850143624574763008,abusive
848526573594710018,abusive
848387582735941632,abusive
849713716803383296,abusive
848407119791616000,abusive
849787985352589312,normal
849365027547164672,abusive
850521984349999105,abusive
849235486455377921,normal
847704515168030720,abusive
849367506372505600,abusive
850164621247827968,abusive
849394261820923904,abusive
849840737122439168,abusive
848172897285832704,normal
850079040690061312,abusive
850085118249234432,abusive
850409413441720320,abusive
850080961681379332,abusive
849150434367475712,spam
847457248355811328,hateful
848399410698440704,abusive
847947877058052096,hateful
848684635953307648,abusive
849001297487552514,abusive
847634549970423808,abusive
850178806405050370,abusive
850758949947232257,abusive
850074930263859201,hateful
848080463214374912,hateful
850109868824563713,abusive
849800505366904832,abusive
847696457930989570,abusive
848613018179035136,abusive
849965110806409216,hateful
848653006707011584,hateful
847788602587312129,abusive
850184309315182592,abusive
849004048971956225,abusive
849934706296713217,abusive
849557013428305920,abusive
848156199769915392,abusive
850179691386249217,hateful
849588915279364096,normal
847652971361869825,abusive
849960731965620224,hateful
849616236988305408,abusive
850503810443341825,abusive
848018513365282816,abusive
849965366675746816,spam
850034962757816320,abusive
848506742904410113,abusive
848609176217559040,abusive
850112586737647621,abusive
849624059377852417,abusive
847936518899585025,abusive
848016063866576897,abusive
850829468801413120,abusive
849845547964006400,abusive
850199727593238529,abusive
847693215717249024,hateful
848963582314389505,abusive
849095858096394240,normal
847724303902691330,normal
848464376235520002,abusive
848394629162467328,abusive
848348672169578496,abusive
848099136263958529,abusive
847432833324810242,abusive
849659786463334401,abusive
848377839384760320,abusive
848877670389755904,hateful
848721914898124808,hateful
847549388843077633,abusive
848268569381089281,abusive
849487354414981120,abusive
850336004707934208,normal
850730957145616385,hateful
849828636563841029,hateful
848530730162552833,abusive
849264683030806532,abusive
848995647780827136,abusive
847566791014363136,hateful
847930068055711745,abusive
847757170464571394,abusive
849333289261309953,abusive
850008916129964033,hateful
848565475743342594,abusive
847885285467836416,abusive
847874548045406209,spam
850793087391612928,abusive
848759395215265792,hateful
847502739768655872,abusive
850508440938139648,abusive
848722896390426625,abusive
849416604915990528,abusive
849505452824162305,abusive
848835601529024515,abusive
850822673999573001,abusive
850533292201922569,abusive
848603602000252930,abusive
850146933893210116,normal
848252702303936513,normal
848551164790681600,abusive
850761437156962304,abusive
849560368875802625,abusive
849069941466820612,abusive
848776197588885504,abusive
849614391498637312,abusive
848644987193614341,abusive
849065843661176832,abusive
849293791462912000,abusive
848941658682998786,abusive
847909058803892224,hateful
849842121217417216,abusive
850725844310007808,abusive
847498662905307136,hateful
848363939448504325,abusive
848973191452258304,abusive
847943011665272832,abusive
849700412475064320,hateful
849032238872133633,normal
850581975501086720,abusive
850445232789487616,hateful
849350649473114113,normal
848237976106696704,abusive
849355590354776064,hateful
847961433073733632,abusive
848150285797085184,abusive
847572570752921601,abusive
850194514073366530,abusive
849992969356808193,abusive
850207365416665088,spam
848806019073486849,abusive
850422898120687617,abusive
850741157713674241,abusive
847462071814049792,abusive
848926571796865025,abusive
848127959517061120,abusive
849352893400576000,hateful
847737809565761536,abusive
850497988724224001,abusive
849996366776590336,abusive
849872022414938113,hateful
850217104590594049,hateful
849310707107627011,abusive
847681656198619138,abusive
850582684342595584,abusive
848722141382033409,hateful
849590307817705474,abusive
848184054151360514,abusive
848596475873513473,abusive
850189686425272321,normal
848817960261124096,hateful
849840078595661826,abusive
849568665204920321,abusive
849921326450069504,abusive
848914127288455172,abusive
848669679052886020,normal
850769020483719171,abusive
848718962112290816,abusive
848409363769425920,abusive
849313538267127808,abusive
847874321582346241,abusive
850014813292032001,hateful
850452866422755328,normal
847433298888372225,abusive
850131385591275520,abusive
850211169662935040,hateful
848190555322494976,abusive
847459588790026245,spam
848678877174149120,abusive
848366493792448513,abusive
847933851326402561,abusive
850795142592159744,abusive
850425687320256512,abusive
848729850533826564,normal
849344911673618434,abusive
848654873142808576,abusive
847955644929908736,normal
849072294479765506,abusive
847470317815570433,abusive
848931906938732544,abusive
850065702811774976,normal
849093450540736514,spam
848034896312446977,abusive
849226242230542336,abusive
849029978155094018,abusive
848519904655552512,hateful
850366937699942404,abusive
849365325325926400,abusive
849809682483040256,abusive
847625561576841216,hateful
848473318512611330,abusive
850294405626040320,abusive
847641130862653440,abusive
849429963749117955,hateful
847670088341659648,abusive
848089418049179651,abusive
848951032956821504,spam
848748716517453828,abusive
850401901426475008,hateful
849070218295083008,abusive
850392728475058176,abusive
849766716053884930,hateful
849352310425866241,abusive
848761265866424320,abusive
848022577645838336,abusive
849301588674039809,hateful
849161004030111745,normal
848968095393873920,abusive
850442342930628608,abusive
847617030379290624,abusive
848590570289344513,abusive
849769794635214848,normal
848295945569787904,hateful
849801969178779648,normal
847927979300843521,hateful
848934197012115457,abusive
847464856852643842,abusive
850344938587947009,hateful
847806038300663808,hateful
849796982134554624,abusive
849992239552098304,hateful
848341504129105920,abusive
848490129295585280,normal
850567408678993920,abusive
849045857798430721,hateful
849709971298291713,hateful
850727828215746560,hateful
847968395614195713,abusive
848629141092126721,hateful
850727161308872704,hateful
848542021220524034,abusive
848992179062272002,abusive
848173698397941763,abusive
848702818257051648,abusive
847407612983259136,hateful
848629719926923264,abusive
850779074226262017,abusive
848171005654605824,hateful
849389794887159812,abusive
848211342276177921,hateful
849411278116450305,abusive
847669442397978625,abusive
847429385611169792,abusive
847870399912325120,hateful
849100144675090437,abusive
847392014358335488,normal
848454981023936512,hateful
850113727567409152,abusive
850446503655034880,abusive
847643366430883840,normal
850415579068592131,abusive
850047159789596672,hateful
847703391081906177,hateful
849265366698258434,normal
847516794898276352,abusive
848421288150519808,abusive
847444090828476416,abusive
849603893147447296,abusive
850766742968205313,abusive
847950590780989440,abusive
848281492027572225,abusive
847433340843991043,abusive
848854031309168641,abusive
850331185469435904,hateful
850173404141453313,normal
850796170213511169,abusive
849531671439433728,abusive
850277183784235008,abusive
849159372446060544,abusive
849059615111335938,abusive
848964966455562244,abusive
847427171022852099,abusive
849723577616277504,abusive
849880637511172097,abusive
850452648331550720,abusive
850540099574132736,abusive
847561078351446016,abusive
848321690207703040,abusive
849102015301079040,hateful
850367290050621440,abusive
850159864932438020,spam
849031429384286208,abusive
850830760634462212,hateful
847668116989460480,abusive
849651292989345792,abusive
848228832532365314,abusive
849835724908224512,hateful
847561636214743040,abusive
849161066923921408,abusive
848412547229171713,abusive
848011580172255235,abusive
849879203080265728,abusive
850465575172284417,abusive
849526051046920194,abusive
850838989850509314,abusive
848651035379994625,abusive
848809877866663937,abusive
848970788116074496,abusive
849839747237257216,abusive
849291941808394240,abusive
848907760309764099,abusive
850791984268759040,abusive
850253590836822016,abusive
849848827930607618,hateful
847607375087288321,abusive
847589415081787392,abusive
849710311041060865,abusive
849161113061261312,normal
849088174110461957,abusive
847547509799096320,abusive
850120266491478016,abusive
847638370993831936,hateful
849351169562562561,normal
849798504675508226,hateful
850318061496406017,abusive
849320349825196032,abusive
847555520915533824,abusive
848618030372241409,abusive
849471369905569792,hateful
849993250400346116,hateful
849439967164104712,abusive
847550491924074502,abusive
847661947159891972,hateful
847799130277675008,hateful
849099750385352705,abusive
850141435143782400,abusive
847511971444412416,spam
848684094875725825,abusive
848933211375779840,hateful
848219944785465345,abusive
849303320946671616,abusive
847986514986487808,hateful
848761119078567936,abusive
848714121872904192,abusive
849772135061106689,abusive
850227061868314625,hateful
849523744179617793,abusive
850441227241738240,abusive
847424327255445507,abusive
848228010457223168,abusive
848677446899707904,abusive
847737721456009216,abusive
849626676615053314,hateful
849054930069405697,abusive
847812967286624256,abusive
848709868861222914,hateful
850131901490876417,abusive
847598705482113024,abusive
847934509823799296,abusive
847502563637288960,abusive
850236960442425347,hateful
847438004893442048,abusive
849693177313468416,abusive
847549745342107653,hateful
847964364871172096,abusive
849837696222728192,abusive
850741128366243840,abusive
849922597345046529,abusive
850512136128385024,hateful
848906770479239170,abusive
847938905454366720,abusive
849109988681428992,abusive
847937282250297344,normal
850214629972127746,hateful
850092290479710210,abusive
850090914773032960,abusive
850386487355027456,spam
849832625334353920,abusive
848602914121814017,abusive
848282267961012224,hateful
849657039198572545,abusive
850390232889536512,abusive
849247259879510019,abusive
849247259879510019,normal
848047193999192064,abusive
850204903360258048,abusive
850727085811396608,abusive
848678172526882816,abusive
848228111112065024,abusive
847600370591211520,abusive
849421449316192260,abusive
849728031975460864,abusive
848475918968344577,abusive
848743733667430402,abusive
849130645620105217,normal
849350926301265920,normal
849314419087691776,hateful
849606929836060672,abusive
848933911791095809,abusive
849024416499482624,abusive
849043735468023808,abusive
848338341615599616,spam
847472536598102016,normal
849037502719692800,abusive
850634119071621121,abusive
848072640862593024,abusive
847567587902799872,abusive
847410263787659264,abusive
850281076106731521,abusive
849836391815147522,abusive
847549028128759808,normal
848704013621055488,normal
848402325727318016,abusive
850042135005057024,spam
848373221443289088,abusive
848594668115959809,abusive
848102860793544704,abusive
847545202940104704,abusive
850119196948168705,normal
849255052896342017,abusive
850271915751034881,abusive
849835217401647105,hateful
848031733815676928,abusive
848464749557952513,abusive
849697191233032193,abusive
848934385776807937,hateful
850175245419937792,abusive
848395623208562688,abusive
849559676794658818,hateful
850018839857377280,abusive
849973331654848519,abusive
849467137886441472,abusive
847569756366540801,normal
849664282753028098,abusive
849739201415335936,abusive
850203749926658048,abusive
850518402422722560,abusive
849827608950824960,abusive
850335430117609473,abusive
850341243414622208,abusive
849411991181680641,hateful
848921270162993152,hateful
850374596532596736,normal
850708043675336704,normal
849345607927988225,abusive
849668443502592000,abusive
850324394891202562,abusive
849142607783407616,abusive
850138322987081730,abusive
849109749597708288,abusive
850023080298762241,abusive
849016992598294530,hateful
847873499498778626,abusive
847641869030793216,abusive
850201749260337152,hateful
848495485425926144,abusive
848927616149094401,abusive
849783203841929217,abusive
850636539168043008,abusive
849646784104341504,abusive
848020916692852736,abusive
849804343121281025,abusive
850728927114833920,hateful
847662815414337536,abusive
849551862823038978,abusive
848674083059445762,hateful
850762980685996032,abusive
850313334503219201,abusive
848915641440624640,hateful
847847687730941952,abusive
849026673051828225,abusive
849376222144598018,abusive
849073225627832321,abusive
850750045456650240,abusive
849446980048883712,hateful
847423840724463617,abusive
848918065731469314,normal
849808365454729216,normal
848033793214697472,abusive
850083746711732224,abusive
849818133988864000,abusive
847823675365761026,normal
849342420248645634,hateful
849351370872422400,abusive
847477628508483584,abusive
849738446415564801,abusive
848983291336118272,abusive
849063616485752832,abusive
848648745277378561,hateful
847430769718853632,abusive
850354681947856897,abusive
847824312874807296,hateful
848351784351350784,abusive
848634249775378433,abusive
849408396650582017,abusive
849823150389030912,abusive
847952289470009344,spam
849899075700793344,abusive
848776273102946305,abusive
847850531473289217,hateful
847874262836928515,abusive
849646486308757505,abusive
849619927996739585,abusive
849014320822353920,abusive
848140273989431296,spam
849373856548704256,abusive
849525027666046979,abusive
848421204293799936,hateful
848542549694349313,abusive
850844345972510720,abusive
849836299540418560,normal
847808466781646848,abusive
849417208879099904,normal
848730500642594818,abusive
848288198711275521,abusive
848560870422597632,abusive
848676524144250880,abusive
849758071563923456,abusive
848275628361232386,spam
849464126367830017,abusive
850503768487714818,abusive
848705670379524097,hateful
849441439360708608,normal
848652918605656064,abusive
850488320870297600,abusive
848815535949086720,normal
850700565227110400,hateful
848489047144239105,abusive
850346704385781761,normal
847564307994947584,abusive
847548134721019906,abusive
850357974472249346,abusive
848940647872688128,hateful
847529503651975168,abusive
850726376969732097,abusive
848998554437914626,abusive
848701694183706627,normal
848608458966544385,abusive
848196871931691008,abusive
847791907707211776,abusive
848157734897819649,normal
847510750897741824,abusive
847548294142275585,spam
848661504354385920,abusive
849558082959151108,abusive
850711822730747907,normal
848728365733478400,abusive
848372600682160128,abusive
850317767874138115,abusive
850406393530032129,abusive
848867822147178497,abusive
849699368085147648,abusive
848561893828698112,abusive
848605967583297536,abusive
848602847021326336,abusive
847988654085738496,abusive
850079950845739011,abusive
847859406612168705,abusive
848235958667530240,abusive
849010856318951426,abusive
847568720373325824,abusive
847587452143321089,abusive
848230996797530116,abusive
849460817057779713,abusive
850513033692631040,abusive
849473861343162368,abusive
848622497327071232,abusive
848595376957530112,normal
850289791870672896,normal
848013257889787904,abusive
848405152662999040,abusive
848035064088715264,hateful
849168159504576512,abusive
849995326564036609,normal
850001941002305536,abusive
848523000047710208,hateful
849945225598574592,abusive
849561245481041921,abusive
849351467345620993,abusive
849396426106916867,normal
849369943271407616,hateful
850758475974135808,abusive
847507345127157760,abusive
850396075533910016,hateful
849063859721830401,abusive
850579479885864960,abusive
850832572548431872,abusive
850518947661094912,abusive
847681719129866241,abusive
849903014131490816,normal
850112968394231808,abusive
848551382915461122,hateful
850409371469324289,hateful
849115122538885121,hateful
848210054637469696,spam
850795796895117312,abusive
849753311049732096,hateful
849464369641656320,abusive
848450748975394816,abusive
847543751702487040,hateful
850025999504887808,abusive
848934259935113217,hateful
849384682034782209,hateful
849819690088222720,abusive
848103372511207424,hateful
850786733033697280,abusive
847603482794246144,abusive
848311988795183104,abusive
849213608953344000,abusive
850315930798219264,hateful
847965354752184320,abusive
848335380420194304,abusive
850349539743547392,spam
849890703845011456,abusive
848385305241583616,abusive
848993584166690816,hateful
849078485268271104,abusive
848817700243521536,abusive
849416021886853120,abusive
850157415437918209,abusive
847582016329613312,normal
848210826364407808,hateful
850493026875170816,abusive
848794434422546433,abusive
850808920876732416,hateful
848310831184056320,abusive
848217956689612806,normal
850564569109938176,abusive
848574246028808193,abusive
850825316406886401,hateful
849596670576738305,hateful
848329638413840384,hateful
850061785327697920,abusive
847420439144026112,normal
848715698964766720,abusive
849979493062193153,abusive
849320676989308928,abusive
849383981602799616,abusive
847833662003564544,abusive
849141244664184832,abusive
848562594252079104,abusive
847462633858924545,abusive
847518745237106688,abusive
848531476719312897,normal
848854366815567873,normal
848316153734680577,abusive
850739798751031296,hateful
848891377370906626,hateful
849797938448609280,abusive
850015966750793728,abusive
849315056605155330,abusive
848166471633170432,abusive
849046574990856192,abusive
848288588785741826,abusive
850355088803725312,abusive
848492209657835521,abusive
849705332381278208,normal
850539227121102848,abusive
850423820867575809,abusive
850005816514097152,abusive
850716381976940544,abusive
850437943084843008,abusive
847865203148677122,abusive
850026771269509120,abusive
849084315338199042,abusive
849620435499196416,spam
848171420890923008,abusive
848526384838434816,abusive
850629643732439040,abusive
847834546976559104,abusive
849394500921421830,abusive
848630374225674240,abusive
849429670151979008,abusive
848172104587644929,hateful
848677627254669313,abusive
850289791895834624,abusive
848057000265121792,abusive
849361659529441280,hateful
847699263911895040,abusive
847714791216906240,abusive
847619400152645632,hateful
850316815779717120,abusive
849467263703027714,abusive
850206501411078145,abusive
850212717340221441,abusive
849579863996551168,hateful
849699053512396800,abusive
849270290790187008,normal
848299368151121920,hateful
849587875112812544,spam
848984616740560898,abusive
850015362783612928,abusive
849611782620684288,normal
848161446848495616,abusive
848013467621707777,abusive
850346721154617344,abusive
848598526858862597,abusive
848925686760783872,abusive
848587562973368321,abusive
848308729846149121,abusive
850034111314055168,abusive
849726404572917760,abusive
850511922227273735,hateful
848640641881915392,abusive
848389050755166210,abusive
848904656524906498,hateful
850543744399155200,abusive
847700148918427648,abusive
847670369351680000,abusive
847528320849805312,abusive
849090703271636992,hateful
847579885627359232,normal
848997749127303168,abusive
850005816526745600,abusive
848895760439549952,abusive
849386611439804418,abusive
848270049962065920,abusive
850107490654081024,abusive
848591363004223489,abusive
848009130707234816,abusive
850132572608901124,abusive
849839889864634368,hateful
848674695448858625,abusive
848563189851795456,hateful
848606701569880064,hateful
849729369970950145,normal
848550275598168065,abusive
848196641240752128,abusive
849803722364338176,abusive
848007620753592321,abusive
850157876840738817,hateful
847432921417793540,abusive
848217646311059462,abusive
849279132387160065,abusive
848667988744077313,abusive
847519609267912704,abusive
850824368502394881,hateful
849772638377574400,abusive
849981804153065473,abusive
850709792720945152,abusive
847899160242212866,abusive
848881256528007169,abusive
850010824542388224,abusive
850371484342259713,abusive
849746595944030208,abusive
849583466878574592,hateful
850833847642189829,abusive
850208988595494912,abusive
850572970334588933,abusive
849287181252399104,hateful
848067565750329345,abusive
849289605585264640,abusive
848749253363195904,abusive
847413833111003136,normal
849446975837794308,abusive
850624816122126336,abusive
848800570701881344,normal
848320511629082624,abusive
848612430980800513,abusive
849426406979371008,abusive
848538976159911939,abusive
850137295390990336,abusive
849097875560816640,abusive
850091925587857408,abusive
849316117772476416,hateful
850730923591163904,abusive
849373504239796229,abusive
849327337527271426,abusive
847402160396435457,hateful
849688907486769152,abusive
848464116209651712,normal
848447330600833026,normal
850100410673221632,abusive
849165781304713216,hateful
848447297063202816,abusive
849767940769677313,abusive
849668271527923714,abusive
847586252568350720,abusive
848972780418863104,abusive
848981575870144513,hateful
850319575640150016,hateful
848736653678194688,abusive
849019572090920960,hateful
848588691224371202,abusive
849796336228630528,normal
849636399003381761,abusive
850005657159745536,abusive
850311430284902403,abusive
848534005876015104,abusive
848287267579973634,abusive
847631114852212737,normal
848221974858006529,abusive
849605948343689216,hateful
848168312907354112,abusive
850163774036332545,abusive
849093094045822976,abusive
850033779934679040,abusive
847476177258393600,abusive
847787998594949120,abusive
850451515865145344,abusive
850726804813905920,abusive
848155696445050884,abusive
847867770062725120,abusive
849099968489164804,abusive
849879203092848641,abusive
848369039738978304,normal
850054428518428673,normal
850051840632791040,abusive
848088088484093954,abusive
848212181141381120,hateful
850824251062071301,abusive
850703102797766658,normal
848712888781082624,abusive
849016543803580417,hateful
850572097910964225,abusive
848618995078922240,hateful
849456815704330240,abusive
850344737252925445,spam
850345483839184897,abusive
850609376863891456,abusive
849388343670517760,abusive
849428135041019904,abusive
850369282349445120,abusive
848340640081596417,abusive
849256751593656320,abusive
850074682816593922,hateful
848220947228368896,normal
849404554651344902,abusive
850158573065834503,abusive
848658312497217540,hateful
849832658884579328,abusive
847593995240951809,abusive
847855405258747904,abusive
847625452541820929,abusive
847429503039098881,abusive
848185761212104705,abusive
847447882479292417,normal
848196955826077697,abusive
850410726258823168,normal
848008795145986053,hateful
848036544648753152,abusive
850538069526753281,hateful
850168815560294405,abusive
849305413908615168,abusive
849589175334522880,normal
847820772869632001,abusive
849825054594662400,abusive
849834575689785344,abusive
850100574255276033,abusive
848250303182929921,hateful
847713214154420224,abusive
848858934442041344,abusive
847428689344159745,normal
849545105778388992,normal
848724393735974912,abusive
848700318418321408,hateful
848330041096159232,abusive
848955680258240519,abusive
848033545725636608,abusive
848456222508367872,abusive
847486411351613441,hateful
849386238138355713,abusive
848868535191384064,abusive
849307515259162625,abusive
849612382443884544,abusive
847490312071036932,abusive
847565021013884928,hateful
847565021013884928,normal
848326958287130624,abusive
849410288277487617,normal
849299021785116672,abusive
850297379395862528,abusive
849825671186493440,abusive
850198964238401539,abusive
849771971487309824,abusive
849626018121961472,hateful
847948653033660418,normal
850031003334737920,abusive
849509533902921728,abusive
849047933974720512,abusive
848766198359744512,abusive
847645539076198404,normal
848924491413671936,abusive
847426466350481408,abusive
850419509123043329,abusive
849769840806170624,abusive
847746034579030016,abusive
849275974088839170,normal
850086305241460738,abusive
850089669056491520,abusive
850008698025947136,normal
849830725318696960,hateful
850216144095006721,normal
850088104585297922,abusive
850257453790908417,abusive
848741615548198912,abusive
847948275533611008,hateful
849575619335786497,normal
848861069326118912,hateful
850094815471468544,hateful
850114558069018625,abusive
849986296219086848,abusive
849734138881916929,abusive
848318779369156609,hateful
850765295920730112,abusive
849404646930120704,abusive
847484033197940736,abusive
849657878055137280,abusive
848078399625023489,abusive
849094146807738368,normal
850605035784359936,normal
850841716143702016,abusive
848933400094412800,hateful
848125119985729536,abusive
849753868862881793,abusive
849260945868296192,normal
850359996139225088,abusive
849027033762082816,hateful
850172808546144256,abusive
849320022648524801,hateful
849991706909061120,hateful
849428692866564096,abusive
849850723747733505,abusive
847602945923227652,abusive
848721914893697024,abusive
850451159345238016,abusive
850551126378393600,abusive
850596538099412994,normal
848349066429857792,abusive
849802145339756544,abusive
850753610619039744,abusive
849879203088674816,hateful
849885138024529921,abusive
848120632055406592,abusive
848370033759666181,abusive
849897263753297920,hateful
849455335081488385,abusive
847926456751730691,abusive
849990511515623424,hateful
850584961816158208,abusive
848735047268093952,hateful
849473903298830336,abusive
849954151085649922,hateful
848435456538693632,abusive
849298187118678016,abusive
849475727804293120,abusive
848919227532812289,abusive
849354294302318592,abusive
847600739710943232,hateful
849331804469428228,abusive
850349455857639424,abusive
850062418642432001,abusive
848217256244981761,hateful
847929799641378824,abusive
848756396275322880,abusive
850176424019451904,abusive
849702710941274113,abusive
849836693792333824,hateful
848501697160912896,abusive
847462633859039232,abusive
847975530112724992,normal
848237971908284417,abusive
849475883001946112,hateful
850503013512773632,abusive
848422735202177025,abusive
847622696896651265,normal
848881030039822337,abusive
849003176548327425,abusive
850766994609774594,abusive
849366982067703809,abusive
848306154543468544,abusive
850378774046801922,abusive
847887709766959104,abusive
850565781268164608,normal
849141571794685953,abusive
850532071667781632,hateful
847556376565907456,abusive
850803338262319104,abusive
849045031503712257,abusive
847635741165223937,abusive
849357494556262400,abusive
849665989830729728,abusive
848700943382306816,abusive
848758912882941952,abusive
850377872279838720,normal
849778833376948224,abusive
849715327424487426,abusive
849668263151783936,abusive
848378674021883904,abusive
847782877345583108,abusive
848150982047350784,abusive
849813696448802816,abusive
848015040464736256,hateful
849835611674595328,hateful
849068699952742400,normal
850071239280517121,abusive
850535703905787904,hateful
848375729628659718,abusive
847875839911964672,normal
850455483651641344,abusive
848704613423476739,abusive
848618193950093312,hateful
848054760540430336,abusive
849431977031806976,abusive
849975323949244416,abusive
848207416399351808,abusive
850337674049331200,normal
848939402134929408,abusive
848730299307524096,hateful
850605035788554241,normal
850374143539265538,abusive
849966754956750849,spam
847543642638233600,abusive
849621903488802817,abusive
850191758407254016,abusive
848663505037340672,hateful
849563820754444289,normal
849715033819033600,hateful
849620922013106176,abusive
848479534487928832,abusive
850531476068323329,hateful
849817198688432128,abusive
847531093276405760,abusive
849587413747978241,abusive
847416400020779011,abusive
850518402431045632,abusive
847983478331387904,abusive
850399120628097024,abusive
848930661239074818,abusive
849936853801291776,hateful
847597237450321920,abusive
850585888753016833,abusive
847600609687556097,normal
850467835881050112,hateful
849983427340324864,normal
849752161810558976,abusive
850134330005495809,abusive
849871691089985536,abusive
847647166453633024,abusive
849734554118217732,abusive
849741889943240704,abusive
850559506593566720,hateful
